id,pasajero_id,conductor_id,vehiculo_id,tarifa_id,estado,metodo_pago,distrito_origen,distrito_destino,direccion_origen,direccion_destino,distancia_km,duracion_min,monto_total,solicitado_en,iniciado_en,finalizado_en
6923,7563,61,61,2,finalizado,billetera,Surco,Pueblo Libre,Cuesta Toribio Gargallo 75 Puerta 3 ,Vial de Francisca Muro 726,17.71,51,47.50,2026-06-21 10:15:00,2026-06-21 10:16:00,2026-06-21 11:07:00
6924,17375,371,371,2,finalizado,efectivo,Miraflores,San Juan de Lurigancho,Plaza de Herminio Blanco 11 Apt. 00 ,Pasaje de Fabián Arévalo 1 Piso 3 ,18.01,45,62.12,2026-03-15 07:29:00,2026-03-15 07:37:00,2026-03-15 08:22:00
6925,1295,132,132,3,finalizado,billetera,San Isidro,Barranco,Rambla de Jordi Lillo 40,Avenida de Eliseo Lucena 24,19.46,67,76.10,2026-06-18 03:41:00,2026-06-18 03:46:00,2026-06-18 04:53:00
6926,9156,393,393,3,finalizado,efectivo,San Borja,Miraflores,Alameda de Julia Lamas 66,C. Dolores Vall 15 Puerta 3 ,11.14,37,46.37,2026-03-01 01:16:00,2026-03-01 01:25:00,2026-03-01 02:02:00
6927,12276,593,593,1,finalizado,efectivo,La Molina,San Isidro,Pasaje Teobaldo Oliveras 30 Piso 7 ,Via Alfredo Baquero 32 Apt. 21 ,22.90,86,50.69,2026-06-01 17:06:00,2026-06-01 17:07:00,2026-06-01 18:33:00
6928,18911,127,127,2,finalizado,tarjeta,San Juan de Lurigancho,Surco,Urbanización de Sergio Méndez 44 Piso 9 ,Acceso de Jonatan Ríos 34,8.90,23,25.77,2026-05-06 03:22:00,2026-05-06 03:25:00,2026-05-06 03:48:00
6929,7121,64,64,1,finalizado,billetera,Surco,San Isidro,Callejón Cristian Tur 83,Ronda Irma Bejarano 5,5.99,22,19.31,2026-04-16 07:01:00,2026-04-16 07:05:00,2026-04-16 07:27:00
6930,9278,592,592,2,finalizado,efectivo,Magdalena,San Isidro,Urbanización Francisca Bartolomé 53,Pasadizo Carlota Morales 34,9.63,36,30.98,2026-04-19 10:09:00,2026-04-19 10:18:00,2026-04-19 10:54:00
6931,12864,507,507,1,finalizado,efectivo,Pueblo Libre,San Isidro,Calle Cirino Palomares 57 Apt. 90 ,Plaza de Isidro Segura 4 Puerta 9 ,4.89,17,13.63,2026-03-14 04:31:00,2026-03-14 04:34:00,2026-03-14 04:51:00
6932,10769,54,54,2,finalizado,billetera,San Isidro,Miraflores,C. de Anita Iborra 341,Via de Francisca Bernad 4,7.19,17,21.37,2026-03-31 17:24:00,2026-03-31 17:30:00,2026-03-31 17:47:00
6933,2910,491,491,2,finalizado,tarjeta,Callao,Magdalena,Camino de Horacio Amigó 11 Apt. 55 ,Ronda de Marcos Suarez 57,22.99,85,66.04,2026-06-17 04:45:00,2026-06-17 04:48:00,2026-06-17 06:13:00
6934,19871,253,253,2,finalizado,billetera,Pueblo Libre,San Borja,Callejón de Eutimio Benavides 81 Apt. 58 ,C. Toribio Matas 87 Piso 2 ,19.63,47,49.00,2026-04-13 21:49:00,2026-04-13 21:54:00,2026-04-13 22:41:00
6935,3540,89,89,2,finalizado,tarjeta,Callao,San Isidro,Acceso Sarita Barba 60,Calle Mariana Arnal 1,19.01,62,52.90,2026-05-27 22:44:00,2026-05-27 22:45:00,2026-05-27 23:47:00
6936,9581,283,283,3,finalizado,efectivo,Miraflores,San Isidro,Glorieta de Galo Pagès 713,Via Adora Ureña 43,23.01,79,88.42,2026-05-16 02:18:00,2026-05-16 02:20:00,2026-05-16 03:39:00
6937,11402,2,2,4,finalizado,tarjeta,Jesús María,La Molina,Pasaje Marianela Casado 96,Camino Adán Cañizares 54,15.18,55,124.29,2026-06-18 19:49:00,2026-06-18 19:58:00,2026-06-18 20:53:00
6938,6242,150,150,2,finalizado,tarjeta,Surco,San Borja,C. Gastón Benitez 33,Calle Toribio Peláez 8,17.71,44,61.10,2026-03-11 19:25:00,2026-03-11 19:26:00,2026-03-11 20:10:00
6939,1684,377,377,1,finalizado,billetera,San Juan de Lurigancho,Surco,Cañada África Bárcena 8 Apt. 38 ,Pasadizo de Vicenta Bas 84 Puerta 1 ,4.71,18,13.68,2026-05-14 11:36:00,2026-05-14 11:44:00,2026-05-14 12:02:00
6940,2351,323,323,2,finalizado,efectivo,Jesús María,San Borja,Rambla de Mohamed Cañete 4 Apt. 93 ,Urbanización Pastor Villar 9 Puerta 0 ,17.79,42,44.74,2026-07-29 00:16:00,2026-07-29 00:24:00,2026-07-29 01:06:00
6941,18892,476,476,3,finalizado,tarjeta,Miraflores,Lince,C. de Juan Manuel Valenciano 8,Calle de Nilo Benito 99 Puerta 7 ,20.10,47,68.34,2026-06-22 03:01:00,2026-06-22 03:06:00,2026-06-22 03:53:00
6942,14897,134,134,2,finalizado,efectivo,Callao,Pueblo Libre,Alameda de Teresa Pedrero 42,Cañada de Efraín Pascual 52,18.58,46,47.16,2026-05-13 14:20:00,2026-05-13 14:24:00,2026-05-13 15:10:00
6943,18059,470,470,2,finalizado,tarjeta,Magdalena,San Borja,Urbanización Yéssica Castells 7,Pasadizo de Teófilo Adadia 9,16.10,60,48.05,2026-03-06 22:49:00,2026-03-06 22:56:00,2026-03-06 23:56:00
6944,9468,119,119,2,finalizado,efectivo,San Juan de Lurigancho,Lince,Plaza Noemí Falcón 2 Puerta 6 ,Rambla Inés Álvarez 91,23.16,56,57.00,2026-03-23 02:44:00,2026-03-23 02:47:00,2026-03-23 03:43:00
6945,8379,275,275,1,finalizado,tarjeta,Magdalena,Callao,Vial de Marta Villalonga 2 Puerta 8 ,Ronda Esperanza Domingo 86 Apt. 64 ,12.69,36,32.35,2026-07-25 20:36:00,2026-07-25 20:38:00,2026-07-25 21:14:00
6946,3770,63,63,1,finalizado,billetera,La Molina,Magdalena,Pasadizo Luisa Fabregat 69 Piso 3 ,Via de Salomé Lloret 21,5.65,20,15.21,2026-08-05 05:04:00,2026-08-05 05:07:00,2026-08-05 05:27:00
6947,14381,19,19,2,finalizado,billetera,Magdalena,Surco,Acceso de Esmeralda Heredia 1 Piso 2 ,Pasadizo Luis Ángel Jordán 78,23.41,83,66.00,2026-06-14 17:42:00,2026-06-14 17:48:00,2026-06-14 19:11:00
6948,15108,67,67,1,finalizado,billetera,La Molina,Pueblo Libre,Callejón Mercedes Cantero 71,Cañada de Pepe Arrieta 78 Piso 0 ,10.35,36,24.38,2026-08-20 11:48:00,2026-08-20 11:49:00,2026-08-20 12:25:00
6949,7990,99,99,3,finalizado,efectivo,San Isidro,Lince,Pasaje de Íñigo Sobrino 27 Puerta 4 ,Cuesta Gracia Cánovas 24,5.76,18,27.33,2026-04-23 00:07:00,2026-04-23 00:09:00,2026-04-23 00:27:00
6950,4533,278,278,4,finalizado,tarjeta,Barranco,Miraflores,C. Florencio Fuentes 9,C. Purificación Palau 846,6.34,17,56.91,2026-07-09 19:56:00,2026-07-09 20:00:00,2026-07-09 20:17:00
6951,16495,465,465,2,finalizado,tarjeta,Surco,Miraflores,Glorieta de Ema Paniagua 30 Piso 0 ,Callejón Paloma Cabeza 71 Puerta 1 ,4.36,17,23.30,2026-05-11 19:20:00,2026-05-11 19:24:00,2026-05-11 19:41:00
6952,8462,157,157,1,finalizado,tarjeta,Miraflores,Barranco,Cañada Emelina Barrera 19,Plaza Edu Lastra 64 Puerta 8 ,8.14,26,19.45,2026-07-11 05:55:00,2026-07-11 06:02:00,2026-07-11 06:28:00
6953,19135,54,54,2,finalizado,tarjeta,Lince,San Isidro,Paseo de Fátima Moraleda 7 Apt. 15 ,Pasadizo Pancho Gras 43 Apt. 91 ,10.75,35,43.59,2026-07-09 09:37:00,2026-07-09 09:44:00,2026-07-09 10:19:00
6954,9857,264,264,2,finalizado,billetera,San Juan de Lurigancho,Callao,Callejón de Trinidad Teruel 96 Apt. 92 ,C. Maxi Madrigal 31 Apt. 28 ,7.93,29,35.48,2026-07-04 20:35:00,2026-07-04 20:36:00,2026-07-04 21:05:00
6955,19746,577,577,2,finalizado,efectivo,Lince,La Molina,Glorieta Isaac Amor 39 Piso 4 ,Cañada de Natalia Riba 82,17.09,46,45.00,2026-04-21 00:19:00,2026-04-21 00:20:00,2026-04-21 01:06:00
6956,9336,187,187,3,finalizado,billetera,San Juan de Lurigancho,Pueblo Libre,C. Saturnino Cuenca 64,Callejón Asunción Zamorano 87 Puerta 4 ,23.57,86,92.66,2026-05-16 17:37:00,2026-05-16 17:39:00,2026-05-16 19:05:00
6957,18787,301,301,3,finalizado,tarjeta,Pueblo Libre,Callao,Urbanización de Olegario Carnero 1,Pasadizo de Estrella Paredes 37,23.70,62,123.17,2026-04-17 19:57:00,2026-04-17 20:00:00,2026-04-17 21:02:00
6958,7195,513,513,3,finalizado,efectivo,Pueblo Libre,Jesús María,Calle de Delfina Alemany 166,Callejón de Águeda Abad 85,12.95,50,55.75,2026-06-16 17:40:00,2026-06-16 17:43:00,2026-06-16 18:33:00
6959,17415,285,285,2,finalizado,billetera,La Molina,San Borja,Cuesta Clarisa Ripoll 2 Apt. 86 ,Rambla Fausto Anglada 34,1.82,7,14.01,2026-06-25 18:56:00,2026-06-25 19:02:00,2026-06-25 19:09:00
6960,2081,389,389,2,finalizado,efectivo,Surco,Magdalena,Cuesta de Ale Espada 86,Pasaje Loreto Armengol 28 Piso 4 ,6.49,20,21.31,2026-03-25 10:45:00,2026-03-25 10:52:00,2026-03-25 11:12:00
6961,9252,345,345,2,finalizado,tarjeta,Magdalena,Pueblo Libre,Urbanización de Blanca Morell 52,Cañada Curro Llorente 2 Piso 7 ,3.94,9,14.09,2026-04-28 13:10:00,2026-04-28 13:16:00,2026-04-28 13:25:00
6962,12786,164,164,1,finalizado,efectivo,Lince,San Juan de Lurigancho,Camino de Bonifacio Haro 91,Rambla de Olalla Alberto 9 Piso 1 ,12.83,48,36.14,2026-04-08 08:03:00,2026-04-08 08:05:00,2026-04-08 08:53:00
6963,6636,437,437,3,finalizado,tarjeta,Callao,Barranco,Alameda de Demetrio Pol 72,Acceso de Zaida Perez 7,26.25,71,91.14,2026-03-01 04:00:00,2026-03-01 04:01:00,2026-03-01 05:12:00
6964,11966,595,595,3,finalizado,tarjeta,Miraflores,San Borja,Calle de Gastón Gomis 23,Vial Haroldo Olivé 18 Puerta 1 ,10.54,38,68.48,2026-03-15 18:12:00,2026-03-15 18:14:00,2026-03-15 18:52:00
6965,11148,414,414,2,finalizado,billetera,San Borja,Barranco,Calle de Dolores Cabezas 84 Puerta 5 ,Alameda Gloria Sedano 241,26.17,103,103.15,2026-04-03 09:50:00,2026-04-03 09:55:00,2026-04-03 11:38:00
6966,8587,150,150,2,finalizado,billetera,San Borja,San Juan de Lurigancho,Vial Celia Giner 58,Camino Violeta Fortuny 91,22.96,65,59.59,2026-05-11 01:26:00,2026-05-11 01:33:00,2026-05-11 02:38:00
6967,10337,104,104,2,finalizado,tarjeta,Callao,Jesús María,Plaza Domingo Parra 55 Piso 3 ,Ronda Fabián Peláez 40 Puerta 4 ,25.87,73,66.37,2026-04-14 14:52:00,2026-04-14 14:59:00,2026-04-14 16:12:00
6968,3754,412,412,2,finalizado,tarjeta,Magdalena,Jesús María,Paseo José Cortes 74 Piso 8 ,Vial Eva Cabezas 4,7.73,21,23.43,2026-07-23 17:01:00,2026-07-23 17:05:00,2026-07-23 17:26:00
6969,6019,119,119,1,finalizado,tarjeta,Barranco,Pueblo Libre,Via Leandro Codina 47 Puerta 4 ,Alameda Sandra Huerta 22,13.52,39,34.35,2026-08-01 19:14:00,2026-08-01 19:21:00,2026-08-01 20:00:00
6970,16491,599,599,2,finalizado,tarjeta,Pueblo Libre,Surco,Camino Cristina Saura 86,Ronda de Carmela Blanca 45,9.54,24,27.01,2026-04-26 04:27:00,2026-04-26 04:31:00,2026-04-26 04:55:00
6971,14659,86,86,2,finalizado,billetera,La Molina,San Borja,Plaza Fabio Esparza 783,Alameda de Reyes Carro 413,6.73,20,21.66,2026-05-07 14:04:00,2026-05-07 14:13:00,2026-05-07 14:33:00
6972,1744,297,297,1,finalizado,tarjeta,Miraflores,San Isidro,Callejón Leonardo Castejón 34,Camino Aurelia Juan 73 Apt. 75 ,19.95,58,40.45,2026-05-18 13:47:00,2026-05-18 13:51:00,2026-05-18 14:49:00
6973,10971,551,551,4,finalizado,efectivo,Barranco,La Molina,Ronda Florentina Berenguer 41 Piso 2 ,Cuesta Calista Reig 53,21.90,49,90.51,2026-08-21 23:39:00,2026-08-21 23:46:00,2026-08-22 00:35:00
6974,10137,210,210,2,finalizado,billetera,Callao,Lince,Pasaje de Eutropio Soler 352 Puerta 7 ,Glorieta de Leocadia Ródenas 123,19.22,70,75.29,2026-04-06 08:13:00,2026-04-06 08:20:00,2026-04-06 09:30:00
6975,18161,554,554,2,finalizado,tarjeta,Jesús María,La Molina,Pasaje Tristán Patiño 322,Cañada Epifanio Font 54 Piso 0 ,4.12,15,16.27,2026-03-21 03:55:00,2026-03-21 04:02:00,2026-03-21 04:17:00
6976,12316,386,386,1,finalizado,efectivo,Miraflores,Barranco,Urbanización Eugenia Cañellas 15,Glorieta Ovidio Cabello 94,25.36,69,49.15,2026-07-14 01:22:00,2026-07-14 01:30:00,2026-07-14 02:39:00
6977,3228,174,174,3,finalizado,billetera,Surco,San Borja,Rambla Soraya Saura 86 Piso 7 ,Camino de Gabriela Matas 70,22.11,64,79.91,2026-04-17 10:22:00,2026-04-17 10:31:00,2026-04-17 11:35:00
6978,14977,146,146,1,finalizado,efectivo,Jesús María,San Juan de Lurigancho,Pasadizo Epifanio Villanueva 11,Plaza Hernán Bravo 45 Puerta 3 ,11.58,45,27.99,2026-05-21 10:48:00,2026-05-21 10:55:00,2026-05-21 11:40:00
6979,6399,58,58,2,finalizado,tarjeta,San Borja,Surco,Rambla Chema Ribas 913,Rambla Marta Almazán 588 Piso 7 ,25.41,78,67.30,2026-03-17 02:55:00,2026-03-17 03:03:00,2026-03-17 04:21:00
6980,11556,383,383,2,finalizado,billetera,Jesús María,San Juan de Lurigancho,Calle de Roque Saez 6 Apt. 06 ,Pasaje Isidro Valencia 12 Puerta 9 ,26.46,80,69.47,2026-07-29 01:16:00,2026-07-29 01:18:00,2026-07-29 02:38:00
6981,4168,481,481,2,finalizado,efectivo,Jesús María,San Isidro,Callejón de Carmelo Hernández 87,Calle de Rosenda Pagès 51 Apt. 96 ,1.95,4,9.61,2026-07-30 16:57:00,2026-07-30 17:02:00,2026-07-30 17:06:00
6982,19486,262,262,3,finalizado,efectivo,San Juan de Lurigancho,La Molina,Acceso de Dominga Giménez 38 Piso 3 ,Via Bernarda Agustín 41 Apt. 92 ,20.68,51,71.28,2026-06-01 21:45:00,2026-06-01 21:51:00,2026-06-01 22:42:00
6983,846,467,467,2,finalizado,billetera,Callao,San Isidro,Ronda de Yolanda Pol 81 Puerta 4 ,Paseo Ileana Roman 8 Apt. 03 ,3.78,13,15.14,2026-05-06 22:39:00,2026-05-06 22:46:00,2026-05-06 22:59:00
6984,17019,349,349,3,finalizado,billetera,Barranco,San Juan de Lurigancho,Urbanización de Tatiana Pareja 911,Pasadizo Marco Ferreras 82 Puerta 3 ,22.82,89,92.55,2026-08-22 03:38:00,2026-08-22 03:47:00,2026-08-22 05:16:00
6985,13689,18,18,2,finalizado,tarjeta,Lince,Jesús María,Paseo de Goyo Arranz 7,Glorieta de Isidro Pedro 37 Apt. 43 ,18.14,64,52.28,2026-03-05 13:40:00,2026-03-05 13:44:00,2026-03-05 14:48:00
6986,6530,10,10,2,finalizado,billetera,Pueblo Libre,Magdalena,Callejón Baltasar Carreño 2,Via Soledad Mariscal 13 Puerta 9 ,15.48,43,41.71,2026-05-30 10:57:00,2026-05-30 10:58:00,2026-05-30 11:41:00
6987,13655,395,395,1,finalizado,billetera,Pueblo Libre,Lince,Callejón de Gregorio Burgos 45 Puerta 0 ,Cuesta de Roberto Pera 1 Puerta 0 ,9.44,31,22.13,2026-07-25 13:56:00,2026-07-25 13:59:00,2026-07-25 14:30:00
6988,11747,586,586,1,finalizado,billetera,Pueblo Libre,San Borja,Acceso Margarita Amador 8 Piso 0 ,Urbanización Teobaldo Plana 34,1.56,4,6.72,2026-03-16 14:57:00,2026-03-16 15:01:00,2026-03-16 15:05:00
6989,12737,395,395,1,finalizado,efectivo,La Molina,San Isidro,Pasadizo de Francisco Jose Arteaga 73 Piso 1 ,Pasadizo Victorino Vilalta 646 Apt. 99 ,2.67,7,10.42,2026-03-11 06:57:00,2026-03-11 07:02:00,2026-03-11 07:09:00
6990,17242,406,406,2,finalizado,tarjeta,Lince,La Molina,Glorieta de Teobaldo Salazar 720,Alameda de Vera Quevedo 987,22.63,65,59.11,2026-04-05 13:41:00,2026-04-05 13:45:00,2026-04-05 14:50:00
6991,16874,199,199,2,finalizado,efectivo,Miraflores,La Molina,C. Valerio Aroca 52 Apt. 33 ,Alameda de Herberto Soria 80 Piso 5 ,18.07,64,52.18,2026-07-31 16:25:00,2026-07-31 16:27:00,2026-07-31 17:31:00
6992,19094,528,528,2,finalizado,billetera,La Molina,Callao,Vial de Francisco Jose Elías 67 Puerta 2 ,Pasaje de Martina Miró 187 Piso 4 ,23.85,73,63.44,2026-03-03 05:13:00,2026-03-03 05:19:00,2026-03-03 06:32:00
6993,15067,497,497,2,finalizado,efectivo,Barranco,Magdalena,Urbanización Fidel Balaguer 83 Puerta 5 ,C. de Martirio Seco 20 Piso 2 ,5.74,20,20.22,2026-06-01 03:30:00,2026-06-01 03:31:00,2026-06-01 03:51:00
6994,8623,221,221,2,finalizado,billetera,Callao,La Molina,Avenida Cloe Valle 79,Ronda Noé Valera 98,16.42,42,57.71,2026-04-21 19:19:00,2026-04-21 19:27:00,2026-04-21 20:09:00
6995,2038,276,276,2,finalizado,efectivo,Barranco,Callao,Pasaje Plinio Salvà 21,Plaza Griselda Naranjo 278,24.24,72,63.69,2026-03-09 11:22:00,2026-03-09 11:28:00,2026-03-09 12:40:00
6996,16962,331,331,1,finalizado,efectivo,San Borja,Callao,Pasadizo Luisa Domingo 45 Piso 6 ,Camino de Máximo Aparicio 6,19.96,72,43.96,2026-03-28 06:51:00,2026-03-28 06:56:00,2026-03-28 08:08:00
6997,4531,303,303,2,finalizado,billetera,Lince,San Isidro,Rambla Nicolás Chaves 5 Piso 7 ,Cañada de Evelia Vazquez 7 Apt. 61 ,7.32,18,29.53,2026-07-25 07:26:00,2026-07-25 07:33:00,2026-07-25 07:51:00
6998,6449,86,86,2,finalizado,efectivo,San Borja,Barranco,Camino Ricardo Valdés 8 Puerta 4 ,Glorieta de Esperanza Mateo 84 Piso 2 ,7.33,17,21.57,2026-08-07 10:05:00,2026-08-07 10:12:00,2026-08-07 10:29:00
6999,14661,574,574,3,finalizado,efectivo,Callao,Lince,Glorieta Néstor Llamas 58 Piso 2 ,Vial Nadia Torrecilla 385,18.06,52,66.62,2026-07-23 04:15:00,2026-07-23 04:24:00,2026-07-23 05:16:00
7000,14039,62,62,3,finalizado,efectivo,Barranco,San Isidro,Urbanización de Toribio Coronado 942 Puerta 7 ,Cañada Noa Antúnez 63,23.75,62,82.21,2026-06-28 21:02:00,2026-06-28 21:03:00,2026-06-28 22:05:00
7001,7842,182,182,1,finalizado,tarjeta,La Molina,Barranco,Pasadizo José Manuel Escudero 65 Piso 1 ,Vial de Anselmo Cuenca 692 Puerta 8 ,6.14,22,16.25,2026-06-26 03:19:00,2026-06-26 03:26:00,2026-06-26 03:48:00
7002,4220,458,458,1,finalizado,efectivo,La Molina,Pueblo Libre,Ronda de Ramona Pons 98,Glorieta Cintia Gomis 3 Piso 2 ,25.04,69,48.79,2026-05-02 23:54:00,2026-05-02 23:55:00,2026-05-03 01:04:00
7003,4362,225,225,2,finalizado,billetera,Pueblo Libre,San Borja,Vial Íñigo Uría 60 Piso 6 ,Ronda Cipriano Ayala 28,11.38,28,30.96,2026-08-02 16:05:00,2026-08-02 16:06:00,2026-08-02 16:34:00
7004,7644,524,524,2,finalizado,efectivo,San Juan de Lurigancho,Lince,Urbanización Amalia Torrecilla 13,Callejón Jacinto Calderón 391,11.12,30,31.22,2026-04-21 17:00:00,2026-04-21 17:05:00,2026-04-21 17:35:00
7005,12637,52,52,2,finalizado,efectivo,Callao,Pueblo Libre,Camino Ale Godoy 85,C. Heliodoro Oliva 27,2.00,7,10.64,2026-03-21 06:16:00,2026-03-21 06:24:00,2026-03-21 06:31:00
7006,7402,563,563,2,finalizado,tarjeta,Lince,Pueblo Libre,Alameda de Aurelio Calatayud 79 Apt. 77 ,Paseo de Mercedes Rosell 80,8.27,27,26.13,2026-08-17 06:05:00,2026-08-17 06:10:00,2026-08-17 06:37:00
7007,13950,373,373,4,finalizado,efectivo,Lince,Callao,Glorieta de Simón Carmona 80,Vial de Pía Iriarte 9,12.09,41,62.57,2026-08-27 10:11:00,2026-08-27 10:13:00,2026-08-27 10:54:00
7008,5362,252,252,2,finalizado,efectivo,San Isidro,Barranco,Avenida de Sergio Montesinos 6,Urbanización de Iván Merino 57,1.66,5,9.51,2026-07-27 11:24:00,2026-07-27 11:26:00,2026-07-27 11:31:00
7009,9278,72,72,1,finalizado,tarjeta,Jesús María,Magdalena,Paseo Eva María Iriarte 8,Via de Chucho Llorens 88 Piso 3 ,25.06,77,60.98,2026-03-08 20:09:00,2026-03-08 20:13:00,2026-03-08 21:30:00
7010,11228,235,235,4,finalizado,efectivo,Miraflores,Barranco,Pasadizo de Victor Sanchez 33,Plaza Vasco Cano 278,3.51,11,40.76,2026-03-15 07:11:00,2026-03-15 07:20:00,2026-03-15 07:31:00
7011,11254,213,213,2,finalizado,billetera,San Juan de Lurigancho,Pueblo Libre,Via de África Paz 8 Piso 3 ,Vial Isabela Montero 7 Apt. 73 ,2.38,5,10.55,2026-06-07 23:16:00,2026-06-07 23:19:00,2026-06-07 23:24:00
7012,2516,540,540,2,finalizado,billetera,Lince,San Isidro,C. Beatriz Parejo 60 Puerta 4 ,Acceso de Poncio Fuente 23 Apt. 32 ,9.02,35,29.78,2026-06-08 23:04:00,2026-06-08 23:07:00,2026-06-08 23:42:00
7013,12369,442,442,2,finalizado,tarjeta,La Molina,Barranco,Avenida de Fausto Tormo 45,Cuesta de Leopoldo Verdugo 147 Puerta 8 ,3.16,7,12.32,2026-05-21 02:50:00,2026-05-21 02:53:00,2026-05-21 03:00:00
7014,12672,564,564,2,finalizado,tarjeta,Callao,La Molina,Cuesta Ainara Robles 82,Pasadizo de Bruno Benavente 3,6.40,23,22.14,2026-08-12 10:03:00,2026-08-12 10:07:00,2026-08-12 10:30:00
7015,6841,495,495,2,finalizado,tarjeta,Miraflores,San Borja,Avenida de Amado Tejera 6 Piso 1 ,Rambla de Montserrat Vargas 2 Apt. 87 ,4.65,11,21.28,2026-07-24 08:30:00,2026-07-24 08:39:00,2026-07-24 08:50:00
7016,7609,15,15,1,finalizado,billetera,Jesús María,La Molina,Vial Adalberto Moreno 2 Apt. 26 ,Via Nazaret Rosell 90 Piso 0 ,22.51,61,44.01,2026-08-31 21:21:00,2026-08-31 21:29:00,2026-08-31 22:30:00
7017,11416,350,350,1,finalizado,tarjeta,La Molina,Lince,Cuesta de Mario Vallés 64 Apt. 17 ,Alameda de Vera Gallart 59,19.22,43,43.07,2026-04-30 19:55:00,2026-04-30 20:01:00,2026-04-30 20:44:00
7018,3195,168,168,2,finalizado,efectivo,La Molina,Surco,Pasaje Vicente Ramis 64 Puerta 1 ,Pasaje Elba Grande 25,15.65,47,43.23,2026-07-12 16:50:00,2026-07-12 16:59:00,2026-07-12 17:46:00
7019,8651,596,596,1,finalizado,billetera,San Borja,Pueblo Libre,Camino de Marcia Jordá 554,Acceso Pedro Ros 75 Piso 5 ,22.00,75,56.34,2026-03-17 07:26:00,2026-03-17 07:32:00,2026-03-17 08:47:00
7020,17554,524,524,2,finalizado,efectivo,Jesús María,Miraflores,Glorieta de Alfonso Palomares 70,Urbanización Paula Samper 93 Puerta 6 ,24.71,77,65.97,2026-05-24 14:39:00,2026-05-24 14:40:00,2026-05-24 15:57:00
7021,12315,480,480,2,finalizado,tarjeta,Magdalena,Lince,Via Calisto Nevado 26,Cañada Juan Carlos Lamas 17 Puerta 3 ,18.88,66,54.00,2026-05-20 03:12:00,2026-05-20 03:16:00,2026-05-20 04:22:00
7022,19736,434,434,3,finalizado,tarjeta,Magdalena,Barranco,Glorieta de Albert Morante 32,Urbanización Marcio Becerra 15 Puerta 5 ,6.06,13,25.67,2026-03-11 11:58:00,2026-03-11 12:03:00,2026-03-11 12:16:00
7023,272,344,344,1,finalizado,billetera,Magdalena,Callao,Ronda Florinda Fernández 38 Apt. 70 ,Rambla de Atilio Ballesteros 8 Puerta 1 ,19.47,50,37.92,2026-06-18 03:47:00,2026-06-18 03:51:00,2026-06-18 04:41:00
7024,12690,376,376,1,finalizado,tarjeta,Callao,San Isidro,Avenida Herminia Amorós 448 Piso 0 ,Rambla de Daniel Castells 61,7.95,28,19.75,2026-07-28 15:18:00,2026-07-28 15:22:00,2026-07-28 15:50:00
7025,8205,515,515,1,finalizado,tarjeta,San Juan de Lurigancho,La Molina,Callejón Rosario Moreno 38,Rambla de Elba Lledó 40 Apt. 32 ,2.86,9,9.40,2026-08-09 16:14:00,2026-08-09 16:23:00,2026-08-09 16:32:00
7026,17904,135,135,2,finalizado,efectivo,San Isidro,La Molina,Vial Lalo Alfonso 285,Avenida Roldán Jáuregui 513 Piso 0 ,6.20,16,19.61,2026-07-13 22:40:00,2026-07-13 22:49:00,2026-07-13 23:05:00
7027,1302,572,572,2,finalizado,tarjeta,Barranco,San Isidro,Glorieta de José María Carballo 969 Piso 6 ,Urbanización de Lupe Lillo 92 Apt. 85 ,3.79,11,19.60,2026-06-27 19:42:00,2026-06-27 19:45:00,2026-06-27 19:56:00
7028,2147,534,534,3,finalizado,billetera,La Molina,Jesús María,Via de Áurea Crespi 77 Puerta 7 ,Via Rafael Antúnez 36,11.91,39,48.77,2026-07-20 13:47:00,2026-07-20 13:56:00,2026-07-20 14:35:00
7029,16351,287,287,3,finalizado,billetera,San Isidro,Callao,Urbanización de Toribio Samper 82 Apt. 29 ,Callejón de Encarnación Yuste 48,20.85,48,70.26,2026-07-18 20:56:00,2026-07-18 21:02:00,2026-07-18 21:50:00
7030,5841,464,464,3,finalizado,tarjeta,Surco,Jesús María,Plaza de Remigio Sala 10,Via Haroldo Figueras 44,9.96,29,40.47,2026-04-13 02:22:00,2026-04-13 02:23:00,2026-04-13 02:52:00
7031,16152,434,434,1,finalizado,billetera,San Juan de Lurigancho,Callao,Pasadizo de Isidoro Abella 11,Plaza de Loreto Juárez 755 Puerta 6 ,26.36,74,51.50,2026-03-12 14:33:00,2026-03-12 14:36:00,2026-03-12 15:50:00
7032,6995,425,425,2,finalizado,tarjeta,Jesús María,San Borja,Glorieta Berta Téllez 26,Glorieta Cirino Peinado 642,14.08,40,38.72,2026-05-24 17:28:00,2026-05-24 17:34:00,2026-05-24 18:14:00
7033,10537,29,29,1,finalizado,billetera,Surco,La Molina,Callejón Eustaquio Giner 231 Piso 9 ,Cuesta de Angelino Bou 99,4.18,14,14.52,2026-04-22 20:50:00,2026-04-22 20:52:00,2026-04-22 21:06:00
7034,3320,440,440,1,finalizado,billetera,La Molina,San Juan de Lurigancho,Rambla de Beatriz Nieto 97,Plaza Ruth Tirado 82 Apt. 30 ,17.58,68,40.34,2026-06-09 00:33:00,2026-06-09 00:41:00,2026-06-09 01:49:00
7035,4625,357,357,1,finalizado,billetera,San Juan de Lurigancho,Jesús María,Ronda de Adela Carrera 86 Piso 9 ,Cuesta Nieves Bernal 90,6.65,16,15.32,2026-07-28 16:02:00,2026-07-28 16:11:00,2026-07-28 16:27:00
