id,viaje_id,orden,distrito,direccion,latitud,longitud,llegada_en
1354,2410,1,La Molina,Ronda Claudio Francisco 1,-12.012593,-76.987623,2026-08-26 03:10:00
1355,2411,1,Callao,Cañada de Jovita Lara 741,-12.056002,-77.096894,2026-08-28 05:26:00
1356,2412,1,Surco,Alameda Paulino Solé 939 Piso 1 ,-12.156744,-76.904125,2026-07-20 16:06:00
1357,2415,1,San Juan de Lurigancho,Rambla de Benigno Anaya 952,-11.955303,-77.003543,2026-03-09 21:28:00
1358,2419,1,San Isidro,C. de Noemí Borrell 22 Piso 1 ,-12.177472,-77.036498,2026-07-09 03:32:00
1359,2419,2,San Juan de Lurigancho,Vial de Herminia Barrio 809 Puerta 6 ,-12.116975,-77.002506,2026-06-14 20:18:00
1360,2420,1,Surco,Pasadizo de Luis Reina 10 Apt. 05 ,-12.198669,-77.103965,2026-07-24 07:54:00
1361,2421,1,San Borja,Urbanización de Agustín Ibáñez 67 Apt. 06 ,-12.192320,-76.943478,2026-08-21 09:49:00
1362,2427,1,La Molina,Acceso de María José Mendizábal 6,-11.960073,-76.958628,2026-08-09 00:56:00
1363,2427,2,San Juan de Lurigancho,Paseo de Santos Mármol 9 Puerta 1 ,-11.968790,-77.087304,2026-04-14 20:35:00
1364,2429,1,San Borja,Cañada de Germán Cepeda 57 Piso 3 ,-12.164415,-77.086563,2026-04-02 19:29:00
1365,2429,2,Surco,Camino Vasco Fuente 81,-12.153567,-77.051599,2026-07-23 09:25:00
1366,2436,1,Lince,Urbanización Tristán Goicoechea 48 Apt. 63 ,-12.083235,-76.909308,2026-08-11 22:50:00
1367,2436,2,Barranco,Alameda de Ricarda Somoza 413,-12.096420,-77.136305,2026-07-31 05:52:00
1368,2437,1,San Borja,Urbanización de Lorenzo Olivé 4,-11.954573,-77.029337,2026-04-12 16:29:00
1369,2440,1,Magdalena,Vial de Nacho Riquelme 20 Puerta 8 ,-12.159524,-77.043528,2026-06-06 06:17:00
1370,2440,2,San Borja,Cañada de Herminia Ávila 3 Apt. 59 ,-11.950194,-76.992893,2026-08-13 09:34:00
1371,2443,1,Pueblo Libre,Callejón Manola Vallejo 813,-12.114164,-76.934267,2026-05-19 12:38:00
1372,2446,1,San Isidro,Pasaje de Sandalio Vélez 11 Puerta 7 ,-12.080118,-77.004623,2026-04-10 00:07:00
1373,2446,2,San Isidro,Pasadizo de Ezequiel Monreal 92 Piso 8 ,-12.122789,-76.964803,2026-08-22 01:46:00
1374,2447,1,San Juan de Lurigancho,Plaza de Catalina Riquelme 479 Piso 3 ,-12.152512,-76.993949,2026-04-06 05:43:00
1375,2447,2,Lince,Camino Gema Salvà 874,-12.057946,-76.992241,2026-03-27 07:43:00
1376,2456,1,Pueblo Libre,C. de Soledad Carrera 89,-12.114087,-76.975888,2026-03-01 22:15:00
1377,2459,1,Miraflores,Acceso Américo Castelló 524,-12.010903,-76.932970,2026-04-21 04:12:00
1378,2460,1,Miraflores,C. de Guiomar Alcántara 117 Piso 6 ,-11.989626,-77.129859,2026-07-27 08:46:00
1379,2460,2,Magdalena,Paseo de Rosenda Fajardo 59 Piso 2 ,-12.017386,-76.900704,2026-06-03 21:17:00
1380,2461,1,Jesús María,Alameda de Jose Luis Palomino 230,-12.123476,-76.979040,2026-03-04 09:13:00
1381,2462,1,Callao,Callejón Nilda Morera 54,-12.091234,-76.907282,2026-04-17 17:40:00
1382,2463,1,Jesús María,Callejón de Marcelino Correa 292,-12.195166,-77.137543,2026-06-21 12:28:00
1383,2463,2,Lince,Rambla Merche Torrents 23 Piso 2 ,-12.087482,-76.921921,2026-03-14 16:06:00
1384,2465,1,La Molina,Ronda de Fulgencio Olivé 29 Piso 1 ,-12.116158,-77.097642,2026-03-31 21:11:00
1385,2468,1,Magdalena,Avenida Martín Llabrés 41 Puerta 1 ,-12.126973,-76.921465,2026-07-05 04:14:00
1386,2473,1,Magdalena,Via de Bernarda Bautista 516 Puerta 0 ,-12.138483,-76.948691,2026-03-26 08:40:00
1387,2474,1,Callao,Glorieta Estefanía Vaquero 9 Apt. 50 ,-12.181117,-77.076964,2026-06-30 22:21:00
1388,2476,1,Magdalena,Calle de Marianela Sáenz 2,-12.174192,-76.938736,2026-07-10 15:51:00
1389,2476,2,Magdalena,Camino Rosa Juan 74,-12.129066,-76.965899,2026-05-27 01:48:00
1390,2481,1,La Molina,Paseo Elvira Correa 64 Puerta 8 ,-12.070282,-77.111853,2026-08-26 18:09:00
1391,2482,1,Callao,Plaza de Abril Valencia 2 Puerta 8 ,-12.015056,-77.036701,2026-03-02 00:02:00
1392,2487,1,Pueblo Libre,Urbanización de Marianela Amaya 98 Puerta 3 ,-12.014659,-76.918419,2026-08-31 20:16:00
1393,2488,1,Magdalena,Glorieta de Cebrián Quesada 40 Puerta 6 ,-12.149632,-77.132329,2026-03-28 04:32:00
1394,2491,1,Barranco,Pasaje de Flor Gutierrez 149 Puerta 8 ,-12.167297,-77.135412,2026-06-06 19:21:00
1395,2492,1,La Molina,Ronda Pacífica Estévez 3,-12.186798,-77.013252,2026-08-29 01:31:00
1396,2493,1,San Isidro,Plaza Ildefonso Cano 7 Puerta 1 ,-11.990498,-77.057214,2026-03-27 08:48:00
1397,2496,1,Pueblo Libre,Acceso Tatiana Perea 74,-12.080602,-76.904174,2026-04-04 15:38:00
1398,2499,1,Miraflores,Acceso de Alma Coloma 80,-11.973357,-76.989171,2026-03-21 21:52:00
1399,2502,1,Miraflores,Callejón de Valero Ariza 654,-12.157205,-77.121761,2026-05-10 10:53:00
1400,2506,1,San Borja,Camino de Gaspar Esteve 60 Apt. 52 ,-12.073937,-76.997938,2026-03-05 18:26:00
1401,2509,1,San Isidro,Via de Purificación Muñoz 26 Piso 4 ,-12.017702,-77.044413,2026-07-19 11:32:00
1402,2513,1,Surco,Avenida de Valeria Blanco 1,-11.964551,-77.001577,2026-08-29 23:56:00
1403,2515,1,Pueblo Libre,Rambla Gracia Paniagua 44,-11.960866,-76.913717,2026-08-28 15:43:00
1404,2521,1,Magdalena,Urbanización de Bibiana Alfonso 56 Piso 7 ,-12.034850,-76.928366,2026-08-06 17:40:00
1405,2521,2,Jesús María,C. de Nélida Fiol 1 Piso 8 ,-12.032038,-77.143464,2026-06-15 21:08:00
1406,2526,1,Surco,Alameda Norberto Bueno 205 Puerta 3 ,-12.157394,-77.021211,2026-07-04 19:12:00
1407,2530,1,Surco,C. Severino Santamaria 61,-12.085221,-77.016460,2026-07-14 11:45:00
1408,2530,2,Jesús María,Camino de Maricela Villaverde 6 Piso 5 ,-12.069974,-76.924334,2026-07-26 12:49:00
1409,2531,1,Jesús María,Glorieta de Galo Cobo 55,-12.061348,-77.059261,2026-08-05 23:00:00
1410,2533,1,Barranco,Avenida de Atilio Valencia 4,-11.979907,-77.022743,2026-03-08 05:41:00
1411,2535,1,Miraflores,Pasaje de Lucho Sotelo 98,-12.142094,-77.028814,2026-05-11 10:22:00
1412,2536,1,Surco,Alameda de Gerardo Álvarez 8,-12.028925,-77.127024,2026-04-25 21:19:00
1413,2539,1,San Borja,Pasadizo de Vicenta Valcárcel 76,-12.021120,-77.066870,2026-08-11 03:17:00
1414,2539,2,La Molina,Calle de Carla Juliá 65 Puerta 7 ,-12.003040,-76.946231,2026-06-16 11:41:00
1415,2540,1,San Juan de Lurigancho,Cuesta de Prudencio Moll 73 Apt. 26 ,-12.194290,-76.927904,2026-05-28 17:03:00
1416,2540,2,Surco,Cuesta Bernardita Alcázar 1,-12.180778,-76.929019,2026-07-08 03:46:00
1417,2541,1,Miraflores,Avenida Gastón Amo 32,-12.145209,-76.944082,2026-03-19 11:50:00
1418,2548,1,Magdalena,Cañada de Vanesa Calvet 31,-12.171749,-77.125883,2026-07-02 05:44:00
1419,2552,1,Jesús María,Callejón de Ricarda Arce 33,-12.012651,-77.098056,2026-05-23 13:46:00
1420,2554,1,Miraflores,Cuesta Melisa Frutos 1 Piso 6 ,-12.004154,-76.953848,2026-07-22 15:15:00
1421,2556,1,Lince,Vial Eric Andrés 26,-12.086092,-77.111128,2026-08-11 03:18:00
1422,2557,1,Barranco,Calle de Belen Borrego 9,-12.082581,-77.018486,2026-05-01 20:18:00
1423,2560,1,Jesús María,Urbanización Anselmo Canals 25,-12.032311,-77.042257,2026-05-22 09:37:00
1424,2561,1,Jesús María,Cuesta María Belén Mena 378,-12.080381,-77.129075,2026-03-05 00:51:00
1425,2561,2,San Juan de Lurigancho,Paseo Alondra Barrera 10 Piso 7 ,-11.988136,-77.129861,2026-04-05 08:54:00
1426,2563,1,Pueblo Libre,Cuesta de Inocencio Benavente 55 Piso 7 ,-12.196248,-77.027264,2026-08-08 08:25:00
1427,2563,2,San Juan de Lurigancho,Acceso Evaristo Codina 5 Puerta 0 ,-12.049839,-77.004536,2026-04-21 19:46:00
1428,2564,1,Callao,Pasadizo de Lino Chaves 29,-12.128702,-76.975429,2026-04-02 09:55:00
1429,2570,1,San Juan de Lurigancho,Plaza Vasco Folch 4 Puerta 0 ,-11.984633,-76.984146,2026-07-27 06:14:00
1430,2574,1,Pueblo Libre,C. Eliana Mínguez 58,-12.046755,-76.959491,2026-07-22 15:52:00
1431,2580,1,Lince,Glorieta de Dimas Salazar 71,-12.055703,-77.106883,2026-07-15 21:28:00
1432,2584,1,La Molina,Alameda Eduardo Portillo 69,-12.159889,-77.122663,2026-04-09 22:13:00
1433,2585,1,Miraflores,Urbanización de Seve Clavero 65 Apt. 65 ,-12.074790,-76.943653,2026-03-04 23:00:00
1434,2589,1,Magdalena,Callejón Paulina Cervera 96 Piso 9 ,-12.056729,-77.036203,2026-03-23 14:03:00
1435,2589,2,Jesús María,Urbanización Emma Cortes 49 Piso 6 ,-12.032125,-77.113531,2026-08-13 18:24:00
1436,2590,1,Callao,Plaza de Gastón Amores 11 Puerta 4 ,-12.027034,-77.063246,2026-05-05 17:46:00
1437,2595,1,Magdalena,Pasadizo Esperanza Blanco 550 Apt. 10 ,-11.985810,-77.007685,2026-03-07 21:38:00
1438,2599,1,Surco,C. de Manu Olivé 20 Puerta 9 ,-12.034240,-77.044584,2026-03-12 14:44:00
1439,2600,1,Magdalena,Cuesta Judith Cabanillas 9 Puerta 0 ,-12.128358,-77.124035,2026-03-22 12:28:00
1440,2601,1,Surco,Glorieta Febe Izaguirre 7,-12.037639,-77.095282,2026-05-22 12:31:00
1441,2601,2,Jesús María,Glorieta Lidia Recio 7 Puerta 3 ,-12.132532,-77.112870,2026-06-14 00:22:00
1442,2605,1,Callao,Glorieta Rufina Lamas 663 Apt. 42 ,-12.180398,-76.969051,2026-08-19 20:03:00
1443,2606,1,San Isidro,Plaza de Fanny Huguet 85,-12.171131,-76.919453,2026-03-14 15:20:00
1444,2606,2,San Borja,Pasadizo de Desiderio Zaragoza 98,-12.030572,-76.927209,2026-06-27 14:31:00
1445,2608,1,Jesús María,Ronda de Vicenta Corral 18,-12.120884,-77.028157,2026-06-26 18:29:00
1446,2610,1,Miraflores,Calle de Baudelio Varela 69,-12.137117,-76.943066,2026-06-19 15:42:00
1447,2611,1,Barranco,Calle de Graciela Paz 18,-12.063479,-76.995018,2026-04-12 15:32:00
1448,2611,2,San Borja,Calle de Eusebio Pavón 11,-12.153342,-76.909903,2026-04-21 00:22:00
1449,2612,1,Lince,Calle de Heliodoro Arce 990,-12.173597,-77.129462,2026-07-31 04:35:00
1450,2614,1,Magdalena,Avenida Maximino Balaguer 381 Piso 9 ,-11.963053,-76.994708,2026-06-06 08:30:00
1451,2614,2,La Molina,Pasadizo de Alma Leiva 89 Puerta 2 ,-12.072451,-76.933231,2026-06-19 20:34:00
1452,2615,1,Callao,Plaza de Román Gracia 412 Piso 6 ,-11.965104,-76.942779,2026-04-08 18:48:00
1453,2619,1,Callao,Callejón Manuelita Sala 6,-12.174793,-76.996391,2026-07-05 11:56:00
1454,2620,1,Callao,Via de Viviana Santiago 51,-12.124099,-77.005412,2026-05-22 09:32:00
1455,2622,1,Callao,Vial de Sara Jordán 24,-12.105985,-77.038073,2026-07-29 16:04:00
1456,2622,2,Barranco,Ronda de Marcio Bermúdez 30,-11.950695,-77.131008,2026-03-08 15:33:00
1457,2626,1,Miraflores,Cuesta Víctor Girona 343,-12.017569,-76.968758,2026-03-05 07:11:00
1458,2627,1,Callao,Callejón de Paulino Almazán 34,-12.005325,-77.056437,2026-05-09 00:43:00
1459,2628,1,Miraflores,Plaza Dani Camps 9 Piso 9 ,-12.020280,-77.002295,2026-06-11 02:59:00
1460,2628,2,Barranco,Cuesta Guadalupe Gutiérrez 4 Apt. 03 ,-12.106263,-77.138031,2026-05-23 06:15:00
1461,2631,1,Surco,Calle de Sancho Salmerón 16 Apt. 51 ,-12.138416,-77.034230,2026-04-25 07:08:00
1462,2634,1,Callao,Rambla Ariel Barrios 4 Piso 9 ,-12.135989,-77.080545,2026-04-17 22:26:00
1463,2637,1,San Isidro,Ronda Hermenegildo Fajardo 98,-12.084663,-76.911962,2026-07-16 06:15:00
1464,2638,1,Lince,Calle de Albino Verdejo 4,-12.031038,-77.113335,2026-03-19 06:10:00
1465,2639,1,Pueblo Libre,Cuesta de Calixto Donaire 61 Apt. 66 ,-12.113900,-76.909994,2026-08-14 18:54:00
1466,2640,1,Miraflores,Rambla de Américo Echeverría 64 Apt. 88 ,-12.080524,-77.039551,2026-08-23 13:10:00
1467,2644,1,Lince,C. Dimas Andrés 42 Apt. 47 ,-12.109977,-76.984968,2026-08-24 03:07:00
1468,2645,1,San Juan de Lurigancho,Camino de Rosenda Sierra 20,-12.083824,-77.078537,2026-08-31 16:56:00
1469,2646,1,Miraflores,Ronda de Dalila Boix 454 Piso 3 ,-12.125342,-76.989305,2026-03-06 20:29:00
1470,2650,1,Surco,Cuesta Jeremías Gimenez 55 Apt. 20 ,-12.144199,-77.131630,2026-07-20 22:10:00
1471,2651,1,Miraflores,C. de Guadalupe Juan 32 Piso 9 ,-12.031212,-77.041340,2026-07-07 06:34:00
1472,2652,1,Lince,Cuesta Margarita Rosell 55 Puerta 8 ,-12.137483,-77.093990,2026-07-13 13:19:00
1473,2653,1,Surco,Cañada de Marianela Hoyos 92,-12.176270,-76.939001,2026-08-22 16:03:00
1474,2658,1,San Isidro,Pasadizo Bárbara Diaz 3,-12.031374,-77.022988,2026-06-17 02:48:00
1475,2660,1,Callao,Ronda de Eustaquio Navarrete 86 Puerta 3 ,-12.165343,-77.042192,2026-05-17 16:19:00
1476,2664,1,San Isidro,C. de Concha Olivera 53 Puerta 2 ,-12.067704,-77.027168,2026-05-31 08:22:00
1477,2665,1,Pueblo Libre,Alameda Rita Jimenez 84 Piso 9 ,-12.104241,-76.953320,2026-05-24 19:35:00
1478,2666,1,Miraflores,Pasadizo de Adela Romeu 18 Puerta 2 ,-12.002100,-77.054697,2026-04-28 17:55:00
1479,2669,1,San Juan de Lurigancho,Rambla de Candelas Salgado 79,-12.077319,-77.112393,2026-06-01 13:50:00
1480,2669,2,Magdalena,Cañada Domingo Mendoza 615,-11.980541,-77.041618,2026-05-21 05:50:00
1481,2670,1,San Juan de Lurigancho,Urbanización Fabián Hervás 863 Puerta 4 ,-11.991219,-77.052584,2026-05-24 00:45:00
1482,2670,2,Magdalena,Calle Yago Mir 38 Piso 3 ,-11.976057,-77.025728,2026-06-28 08:47:00
1483,2671,1,Jesús María,Plaza Custodio Nogueira 27,-11.980582,-76.912396,2026-08-18 17:14:00
1484,2672,1,Callao,Ronda Andrea Bárcena 86,-11.958703,-77.011678,2026-06-19 04:01:00
1485,2672,2,San Isidro,Ronda Valerio Sans 12 Puerta 6 ,-12.028933,-77.051534,2026-07-03 05:47:00
1486,2674,1,San Isidro,Camino de Tristán Serna 64,-11.951872,-77.014762,2026-07-20 02:07:00
1487,2681,1,San Borja,Cuesta Ileana Albero 2,-12.195512,-77.011464,2026-07-23 23:01:00
1488,2682,1,Pueblo Libre,Alameda Máximo Baró 3 Apt. 91 ,-11.958706,-76.965863,2026-04-16 03:10:00
1489,2684,1,La Molina,Alameda de Lucila Marti 51,-12.156783,-77.105841,2026-05-14 19:58:00
1490,2685,1,La Molina,Plaza de Quirino Bellido 1,-12.175726,-77.133091,2026-04-02 07:28:00
1491,2686,1,Callao,Via Lorenza Burgos 92 Piso 0 ,-11.958914,-77.094963,2026-04-06 00:02:00
1492,2686,2,Jesús María,Urbanización de Victor Valentín 2 Piso 1 ,-12.112204,-77.128923,2026-03-31 01:16:00
1493,2689,1,San Isidro,Vial Reynaldo Hernández 3,-12.144324,-76.946096,2026-04-24 20:31:00
1494,2689,2,Pueblo Libre,Avenida de Morena Seguí 70,-12.179867,-77.129072,2026-07-19 23:09:00
1495,2691,1,Jesús María,Glorieta de Geraldo Abad 838 Puerta 7 ,-12.121224,-77.091727,2026-05-09 11:22:00
1496,2692,1,Surco,Cuesta de Lalo Garay 42 Puerta 2 ,-12.012772,-77.080686,2026-06-14 23:11:00
1497,2694,1,Pueblo Libre,Acceso de Elvira Pinilla 700,-12.189322,-77.082444,2026-07-01 13:35:00
1498,2695,1,San Borja,Rambla de Ainara Vidal 8 Piso 9 ,-11.960834,-76.947921,2026-03-13 13:31:00
1499,2696,1,Pueblo Libre,Ronda Marcos Baquero 65,-12.158047,-77.039693,2026-07-12 14:04:00
1500,2699,1,Callao,Vial de Evita Hidalgo 76,-12.141547,-77.126277,2026-06-27 02:07:00
1501,2700,1,Jesús María,Acceso de Amador Barrera 15,-12.117380,-77.013630,2026-06-05 01:28:00
1502,2701,1,Surco,Rambla de Toni Santiago 4 Puerta 8 ,-12.078172,-77.114501,2026-03-23 17:10:00
1503,2702,1,Barranco,Avenida Wálter Figuerola 7 Piso 7 ,-12.037338,-77.004162,2026-06-20 15:40:00
1504,2704,1,Miraflores,Avenida de Valentina Balaguer 25,-11.959038,-76.988292,2026-08-16 08:58:00
1505,2711,1,Barranco,Callejón Cintia Solís 561,-12.192598,-77.014003,2026-08-26 18:44:00
1506,2711,2,Magdalena,Rambla Cándido Benet 3,-12.060733,-76.925804,2026-04-27 14:54:00
1507,2712,1,San Borja,Plaza de Rico Rodriguez 716 Piso 1 ,-12.179198,-77.033570,2026-08-26 08:45:00
1508,2713,1,Callao,Urbanización Teo Salmerón 60 Puerta 1 ,-12.072686,-77.068191,2026-08-26 17:50:00
1509,2713,2,Magdalena,Pasadizo de Amarilis Calvo 49 Puerta 5 ,-12.087735,-77.009672,2026-07-23 04:21:00
1510,2715,1,Miraflores,Ronda de Coral Anglada 476 Apt. 98 ,-12.058767,-77.125196,2026-08-15 10:43:00
1511,2720,1,Jesús María,Glorieta de Armida Sebastián 88 Apt. 91 ,-11.954870,-76.923336,2026-05-18 08:15:00
1512,2722,1,Barranco,Glorieta Prudencia Zaragoza 51 Apt. 44 ,-12.139716,-77.046072,2026-04-16 02:45:00
1513,2722,2,Jesús María,Camino Salvador Aguirre 32,-12.077319,-77.083085,2026-04-29 09:06:00
1514,2724,1,Lince,Glorieta de Viviana Neira 85 Puerta 3 ,-12.177928,-77.106512,2026-05-08 22:34:00
1515,2724,2,Barranco,Ronda Áurea Castell 39,-12.125433,-77.031202,2026-06-13 14:54:00
1516,2726,1,Jesús María,Paseo Erasmo Piñol 22,-12.046919,-76.928137,2026-03-07 08:38:00
1517,2727,1,San Borja,Plaza de Alma Berrocal 61 Puerta 5 ,-12.061809,-76.901185,2026-05-22 23:38:00
1518,2727,2,Barranco,Vial de Abraham Gimenez 97,-12.115754,-77.009578,2026-03-12 12:29:00
1519,2728,1,San Juan de Lurigancho,Via Martin Salazar 43,-12.001325,-76.974300,2026-07-25 09:46:00
1520,2730,1,San Borja,Vial de Daniela Pinedo 95,-11.974917,-77.004654,2026-05-19 01:27:00
1521,2730,2,Pueblo Libre,Avenida Zaida Barroso 452 Apt. 14 ,-12.108407,-76.948774,2026-08-31 00:55:00
1522,2734,1,San Isidro,C. Dorita Canet 97 Piso 4 ,-12.086912,-77.085488,2026-04-14 01:50:00
1523,2734,2,San Isidro,Alameda Bernabé Rosa 96 Piso 2 ,-11.990779,-77.040400,2026-08-17 20:42:00
1524,2735,1,Pueblo Libre,Plaza de Melchor Saldaña 813 Puerta 3 ,-12.167015,-77.109677,2026-07-24 21:49:00
1525,2736,1,Pueblo Libre,Pasadizo de Apolinar Girón 80,-11.990920,-76.979099,2026-07-07 02:52:00
1526,2736,2,San Borja,Alameda de Modesta Donaire 4 Apt. 90 ,-12.116927,-77.084234,2026-03-09 16:41:00
1527,2737,1,Jesús María,Pasadizo Flor Beltran 66 Puerta 4 ,-12.092616,-77.050054,2026-06-24 13:03:00
1528,2737,2,Jesús María,Ronda de Jacinto Francisco 5 Piso 4 ,-12.134004,-76.981929,2026-05-05 00:50:00
1529,2738,1,La Molina,Paseo Pilar Bertrán 602,-12.183954,-77.024407,2026-05-24 19:13:00
1530,2740,1,San Juan de Lurigancho,Via de Alondra Suárez 24 Puerta 2 ,-11.964876,-77.140234,2026-04-18 03:55:00
1531,2740,2,Pueblo Libre,Calle de Itziar Lorenzo 10 Puerta 8 ,-12.115519,-76.984801,2026-04-25 13:31:00
1532,2741,1,San Borja,Ronda de Hilario Alvarado 799 Apt. 18 ,-12.117974,-77.103483,2026-05-07 17:04:00
1533,2741,2,Pueblo Libre,Calle María Manuela Bas 1,-12.095437,-77.125398,2026-05-23 18:07:00
1534,2742,1,Jesús María,Vial Gracia Santamaría 44 Puerta 7 ,-12.104375,-76.983180,2026-04-04 08:55:00
1535,2745,1,San Isidro,Plaza de Patricia Leal 633 Apt. 26 ,-12.192384,-77.049419,2026-07-13 15:55:00
1536,2746,1,Miraflores,Ronda Lupita Juárez 94,-12.079091,-76.904766,2026-06-03 01:22:00
1537,2752,1,Miraflores,Camino Elena Montalbán 46,-12.029509,-77.031631,2026-06-28 02:23:00
1538,2753,1,San Juan de Lurigancho,Ronda Leocadio Jordán 7,-12.113684,-77.040561,2026-07-19 00:19:00
1539,2754,1,San Juan de Lurigancho,Glorieta Pastora Dalmau 1 Puerta 5 ,-12.138452,-77.005997,2026-05-26 16:54:00
1540,2755,1,Barranco,Paseo de Pelayo Caro 76,-12.004920,-77.066857,2026-03-14 18:50:00
1541,2758,1,Lince,Urbanización de Omar Cal 49,-11.985993,-76.914692,2026-07-31 19:55:00
1542,2759,1,Jesús María,Pasaje de Albert Gutierrez 47 Piso 5 ,-12.167510,-77.018812,2026-03-26 18:15:00
1543,2762,1,Lince,Cañada de Maribel Doménech 91 Puerta 0 ,-11.996845,-77.022106,2026-07-30 08:09:00
1544,2764,1,Barranco,C. Ariadna Galvez 65,-12.188932,-77.089556,2026-08-31 17:00:00
1545,2765,1,San Isidro,Cuesta de Danilo Maldonado 61,-12.149060,-77.058997,2026-04-11 10:24:00
1546,2768,1,Lince,Urbanización de Candelario Cerezo 5 Piso 4 ,-12.005965,-77.143232,2026-07-29 00:08:00
1547,2770,1,Pueblo Libre,Plaza Jesús Escudero 692 Puerta 7 ,-12.173659,-76.937887,2026-07-18 07:23:00
1548,2771,1,La Molina,Alameda de Flora Montalbán 900 Puerta 7 ,-11.997255,-77.113439,2026-05-19 14:07:00
1549,2773,1,Lince,Pasadizo Águeda Quiroga 13,-11.988809,-76.937325,2026-06-12 13:07:00
1550,2774,1,San Borja,Alameda Emilio Cerro 192 Puerta 9 ,-12.008478,-77.001551,2026-03-27 02:13:00
1551,2775,1,San Juan de Lurigancho,Calle de Daniela Paniagua 948 Apt. 76 ,-12.079034,-77.143280,2026-04-09 23:18:00
1552,2775,2,La Molina,Camino Quirino Albero 32 Piso 0 ,-11.987960,-77.132435,2026-05-29 11:22:00
1553,2776,1,La Molina,Pasadizo Anna Iborra 6,-12.002130,-77.012539,2026-08-28 13:23:00
1554,2776,2,San Juan de Lurigancho,C. Rufina Valderrama 181 Puerta 3 ,-12.153751,-76.942167,2026-08-15 13:36:00
1555,2780,1,Pueblo Libre,Glorieta Eloy Vilar 281,-12.099853,-77.029280,2026-06-19 11:29:00
1556,2782,1,Jesús María,Cañada Saturnino Luna 65,-12.187954,-76.911997,2026-08-14 01:26:00
1557,2785,1,San Juan de Lurigancho,Ronda de Adán Oliva 3,-12.186757,-77.058753,2026-04-13 01:48:00
1558,2788,1,San Isidro,C. de Alejandro Requena 64,-12.018804,-76.951281,2026-04-27 16:22:00
1559,2789,1,San Borja,Pasadizo Ciríaco Hoz 50 Piso 4 ,-12.157302,-77.057929,2026-07-02 08:29:00
1560,2789,2,Barranco,Cañada Olga Vila 640 Piso 1 ,-12.107512,-77.016403,2026-03-28 02:04:00
1561,2790,1,Jesús María,Plaza Nazaret Español 11,-12.161244,-76.957922,2026-05-28 17:56:00
1562,2791,1,Pueblo Libre,Camino Nilo Manzano 3 Piso 6 ,-11.950542,-77.066976,2026-07-22 04:59:00
1563,2791,2,Callao,Pasaje de Ciriaco Macias 234,-12.060961,-77.002592,2026-04-12 15:14:00
1564,2793,1,La Molina,Callejón Evita Torrens 47,-11.951525,-76.931837,2026-07-03 05:11:00
1565,2794,1,Jesús María,Callejón de Felicia Mariscal 60,-12.106819,-76.984660,2026-08-04 17:10:00
1566,2795,1,Miraflores,Urbanización Georgina Guzman 33,-12.151028,-77.122390,2026-08-11 09:40:00
1567,2795,2,San Isidro,Rambla Pilar Navarrete 68 Apt. 01 ,-11.956066,-77.099057,2026-03-27 23:58:00
1568,2796,1,Miraflores,Rambla de Camilo Pastor 75,-12.198797,-76.987962,2026-06-04 11:21:00
1569,2796,2,Miraflores,Paseo Alonso Arana 500,-11.989794,-76.903440,2026-07-21 00:59:00
1570,2797,1,San Juan de Lurigancho,Alameda Celso Cámara 582 Piso 2 ,-12.082083,-77.079965,2026-04-13 03:45:00
1571,2800,1,Jesús María,Cañada de Tomasa Agustín 4,-12.099251,-77.118755,2026-05-02 09:18:00
1572,2803,1,Jesús María,Plaza de Fidela Ariza 66,-12.140867,-76.955489,2026-03-06 15:52:00
1573,2805,1,Jesús María,Alameda de Olimpia Coello 55 Piso 9 ,-11.967693,-76.960965,2026-03-28 03:53:00
1574,2805,2,San Juan de Lurigancho,Plaza de Carlito Núñez 23,-12.156868,-77.047461,2026-04-05 09:58:00
1575,2806,1,San Isidro,Alameda de María Del Carmen Amaya 80,-11.956450,-77.133177,2026-03-27 12:55:00
1576,2806,2,Lince,C. de Alcides Roca 3,-12.146892,-77.049769,2026-08-25 13:09:00
1577,2807,1,Surco,Via Amando Vara 5 Piso 6 ,-12.081625,-76.992917,2026-06-18 14:03:00
1578,2807,2,Pueblo Libre,C. Juan Bautista Coello 761 Piso 8 ,-12.165807,-77.013956,2026-05-28 00:59:00
1579,2810,1,Surco,Paseo de Reynaldo Aparicio 519,-12.040691,-76.950390,2026-06-06 23:43:00
1580,2814,1,La Molina,Acceso Rosa Solsona 44,-12.064619,-77.091690,2026-05-15 14:12:00
1581,2817,1,Lince,Cañada Charo Castells 57,-12.081065,-77.124283,2026-06-22 20:44:00
1582,2822,1,San Borja,Callejón Rafa Barco 13,-11.972657,-77.128090,2026-03-15 06:21:00
1583,2822,2,Pueblo Libre,Pasaje de Juliana Cantero 913 Apt. 05 ,-12.180211,-76.946787,2026-07-11 10:43:00
1584,2823,1,Magdalena,Glorieta Duilio Oliver 89 Apt. 24 ,-12.144800,-76.954513,2026-08-14 21:00:00
1585,2825,1,Callao,Camino Ana Belén Marcos 556,-12.044893,-77.014890,2026-08-13 15:52:00
1586,2831,1,Magdalena,Pasaje Martina Vives 17 Piso 3 ,-12.042413,-77.066383,2026-04-01 05:22:00
1587,2831,2,Lince,Cuesta de Gervasio Gordillo 76 Piso 0 ,-12.074479,-77.108573,2026-05-02 03:39:00
1588,2835,1,Jesús María,Cañada de Ibán Perales 90,-12.128038,-76.927038,2026-07-28 09:26:00
